Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,whyplay_winning,whyplay_fun,whyplay_improving,whyplay_relaxing,whyplay_otherpeople,whyplay_habit
50.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Male,23,Employed,Canada,12.0,yes,yes,friends,No,No,Yes,No,No,No
21.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Male,18,Student at college / university,USA,12.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
20.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,Male,20,Student at college / university,Morocco,27.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,2.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,3.0,2.0,1.0,Male,22,Student at college / university,Germany,30.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
100.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Male,18,Student at college / university,USA,53.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
21.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at school,Sweden,16.0,no,no,alone,No,Yes,No,No,No,No
40.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,Male,21,Student at college / university,Italy,22.0,yes,yes,friends,Yes,No,No,No,No,No
10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,27,Student at college / university,Mexico,1.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,France,1.0,yes,yes,friends,Yes,No,No,No,No,No
60.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,9.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,19,Student at college / university,USA,4.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
30.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Female,23,Employed,UK,62.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,Male,18,Student at college / university,USA,50.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,Male,19,Student at college / university,Canada,22.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,Male,23,Student at college / university,Austria,16.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
80.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,Male,20,Student at college / university,Russia,29.0,yes,yes,strangers,No,No,Yes,No,No,No
60.0,4.0,4.0,4.0,3.0,0.0,3.0,2.0,4.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,2.0,Male,28,Unemployed / between jobs,Belgium,37.0,no,no,alone,No,No,No,Yes,No,No
80.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Other,25,Employed,USA,-1.0,yes,yes,strangers,No,No,No,Yes,No,No
8.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,11.0,yes,yes,strangers,No,No,Yes,No,No,No
5.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,20.0,yes,yes,friends,No,No,No,Yes,No,No
15.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,Male,18,Student at school,Germany,14.0,yes,yes,friends,Yes,No,No,No,No,No
18.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,0.0,3.0,Male,18,Student at college / university,UK,34.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
20.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,Male,22,Student at college / university,USA,11.0,yes,yes,strangers,Yes,No,No,No,No,No
30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Male,22,Student at college / university,Canada,16.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,Female,20,Employed,Brazil,23.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,Male,18,Student at school,Malaysia,25.0,yes,yes,strangers,No,No,Yes,No,No,No
14.0,0.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,Male,31,Unemployed / between jobs,USA,32.0,yes,yes,friends,No,No,Yes,No,No,No
8.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,25,Employed,Belgium,16.0,yes,yes,friends,No,No,Yes,No,No,No
25.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,Male,23,Employed,Canada,28.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,Male,19,Employed,USA,25.0,yes,yes,friends,No,No,Yes,No,No,No
52.0,0.0,4.0,2.0,4.0,4.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,Male,18,Student at college / university,Australia,46.0,yes,yes,friends,No,No,Yes,No,No,No
21.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,-1.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,Male,18,Student at college / university,UK,-1.0,yes,yes,strangers,No,No,Yes,No,No,No
10.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,23,Employed,USA,17.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,23,Employed,Austria,7.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
5.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,Male,18,Student at college / university,USA,16.0,yes,yes,friends,No,Yes,No,No,No,No
14.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,5.0,yes,yes,friends,No,No,No,Yes,No,No
60.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,0.0,2.0,0.0,3.0,Male,21,Unemployed / between jobs,Bosnia and Herzegovina,29.0,yes,yes,strangers,Yes,No,No,No,No,No
8.0,0.0,2.0,3.0,3.0,4.0,3.0,0.0,2.0,3.0,4.0,4.0,3.0,0.0,3.0,3.0,1.0,1.0,Male,19,Student at college / university,UK,39.0,yes,yes,friends,Yes,No,No,No,No,No
10.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,Male,19,Student at college / university,Romania,23.0,yes,yes,strangers,Yes,No,No,No,No,No
14.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,Male,27,Employed,USA,13.0,yes,yes,friends,Yes,No,No,No,No,No
6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at school,USA,11.0,yes,yes,strangers,No,Yes,No,No,No,No
105.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,Male,21,Student at college / university,Denmark,34.0,yes,yes,friends,Yes,No,No,No,No,No
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,22,Student at college / university,UK,6.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
20.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,Brazil,9.0,yes,yes,friends,No,Yes,No,No,No,No
12.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,Male,19,Student at college / university,Belgium,19.0,yes,yes,strangers,No,Yes,No,No,No,No
12.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,26.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,Male,22,Unemployed / between jobs,Russia,19.0,yes,yes,online acquaintaces,Yes,Yes,Yes,Yes,Yes,Yes
87.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,4.0,0.0,0.0,Male,20,Employed,Canada,30.0,no,no,alone,Yes,No,No,No,No,No
5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,Male,19,Unemployed / between jobs,UAE,9.0,no,no,alone,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,21,Student at college / university,South Korea,4.0,yes,yes,friends,No,Yes,No,No,No,No
28.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,9.0,yes,yes,strangers,No,No,Yes,No,No,No
50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,Male,21,Student at college / university,USA,13.0,yes,yes,friends,No,No,Yes,No,No,No
13.0,1.0,4.0,3.0,2.0,1.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,1.0,Male,20,Student at college / university,Jamaica,35.0,yes,yes,strangers,No,Yes,No,No,No,No
30.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,22,Unemployed / between jobs,USA,21.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
40.0,2.0,4.0,2.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,Male,19,Student at college / university,USA,31.0,yes,yes,strangers,Yes,No,No,No,No,No
30.0,0.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,Female,25,Student at college / university,USA,30.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Denmark,8.0,yes,yes,strangers,No,Yes,No,No,No,No
20.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Netherlands,4.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,Male,18,Student at school,Germany,17.0,yes,yes,strangers,Yes,No,No,No,No,No
23.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,0.0,3.0,Male,26,Unemployed / between jobs,USA,42.0,yes,yes,friends,No,No,Yes,No,No,No
29.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,Male,23,Unemployed / between jobs,Ireland,53.0,yes,yes,friends,Yes,No,No,No,No,No
35.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,Male,18,Student at college / university,Germany,25.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
25.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,Male,24,Employed,Chile,28.0,no,no,alone,No,No,No,Yes,No,No
20.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,0.0,2.0,4.0,2.0,4.0,Female,18,Unemployed / between jobs,UK,43.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,20,Student at college / university,France,21.0,yes,yes,friends,No,Yes,No,No,No,No
12.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,Male,18,Student at college / university,Australia,13.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
60.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,Male,18,Student at college / university,Canada,43.0,yes,yes,strangers,Yes,No,No,No,No,No
20.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,Male,18,Student at school,Austria,18.0,yes,yes,friends,Yes,No,No,No,No,No
13.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,Male,19,Student at college / university,USA,17.0,yes,yes,friends,Yes,No,No,No,No,No
45.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,Male,20,Student at college / university,Germany,45.0,yes,yes,strangers,No,Yes,No,No,No,No
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Employed,USA,0.0,yes,yes,friends,No,No,Yes,No,No,No
19.0,2.0,2.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,1.0,0.0,Female,24,Student at college / university,USA,27.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
25.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,Male,23,Student at college / university,USA,30.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,27,Student at college / university,Finland,4.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,UK,10.0,yes,yes,friends,No,Yes,No,No,No,No
7.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,Colombia,12.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Employed,Germany,8.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,Male,18,Student at school,Romania,13.0,yes,yes,friends,No,No,Yes,No,No,No
18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,26,Unemployed / between jobs,Germany,10.0,yes,yes,strangers,No,Yes,No,No,No,No
24.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,Male,28,Employed,Germany,20.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Student at college / university,Portugal,9.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,USA,7.0,yes,yes,strangers,No,Yes,No,No,No,No
11.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,0.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0,Male,19,Student at school,Belgium,35.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,Male,19,Student at college / university,USA,58.0,yes,yes,friends,No,Yes,No,No,No,No
40.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,Male,18,Unemployed / between jobs,USA,17.0,yes,yes,strangers,No,No,Yes,No,No,No
15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,Male,24,Unemployed / between jobs,USA,14.0,yes,yes,strangers,No,No,Yes,No,No,No
22.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,Male,18,Student at college / university,UK,17.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,Male,20,Student at college / university,USA,13.0,yes,yes,friends,No,No,Yes,No,No,No
40.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,Male,19,Student at school,Czech Republic,26.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,3.0,yes,yes,friends,No,No,Yes,No,No,No
21.0,0.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,3.0,Male,28,Student at college / university,USA,51.0,no,no,alone,No,Yes,No,No,No,No
15.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,Male,19,Student at college / university,USA,16.0,yes,yes,strangers,Yes,No,No,No,No,No
20.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,Male,22,Student at college / university,Undefined,22.0,yes,yes,strangers,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,France,1.0,no,no,alone,No,No,Yes,No,No,No
10.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,Male,29,Employed,USA,20.0,yes,yes,strangers,No,No,Yes,No,No,No
32.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,0.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,Male,19,Student at college / university,USA,50.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,0.0,3.0,4.0,1.0,3.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,Male,18,Student at college / university,Brazil,35.0,yes,yes,friends,No,Yes,No,No,No,No
17.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at school,USA,5.0,yes,yes,friends,No,Yes,No,No,No,No
45.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,Male,22,Unemployed / between jobs,Sweden,39.0,yes,yes,strangers,No,No,No,Yes,No,No
13.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,Male,19,Student at college / university,France,20.0,yes,yes,friends,No,Yes,No,No,No,No
8.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,Male,18,Student at school,Finland,13.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,22,Student at college / university,Finland,17.0,yes,yes,strangers,No,Yes,No,No,No,No
30.0,3.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,Male,23,Student at college / university,Canada,-1.0,yes,yes,friends,No,No,Yes,No,No,No
3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,Male,22,Student at college / university,USA,8.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Male,18,Student at college / university,USA,-1.0,yes,yes,strangers,No,No,Yes,No,No,No
10.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,Male,19,Student at college / university,UK,20.0,yes,yes,online acquaintaces,Yes,Yes,Yes,Yes,Yes,Yes
65.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,Male,18,Student at college / university,UK,20.0,yes,yes,strangers,Yes,No,No,No,No,No
7.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,Male,18,Student at school,USA,25.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Employed,Argentina,13.0,yes,yes,various,No,No,Yes,No,No,No
49.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,18,Student at college / university,UK,10.0,yes,yes,friends,Yes,No,No,No,No,No
15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,Canada,7.0,yes,yes,friends,No,No,Yes,No,No,No
40.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,Germany,8.0,yes,yes,friends,No,Yes,No,No,No,No
4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,Male,18,Student at college / university,USA,45.0,yes,yes,online acquaintaces,No,No,No,Yes,No,No
30.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,Male,20,Employed,Spain,21.0,yes,yes,friends,No,Yes,No,No,No,No
14.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,23,Student at college / university,Poland,28.0,yes,yes,strangers,Yes,Yes,Yes,Yes,Yes,Yes
50.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,Male,23,Student at college / university,Denmark,30.0,yes,yes,friends,No,No,Yes,No,No,No
14.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,Male,21,Employed,Germany,22.0,yes,yes,strangers,Yes,No,No,No,No,No
4.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,Male,22,Student at college / university,USA,20.0,yes,yes,strangers,No,No,Yes,No,No,No
