Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,SPIN_M,whyplay
7.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Portugal,14.0,yes,yes,friends,,fun
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,24,Employed,Portugal,4.0,yes,yes,friends,,winning
14.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,6.0,yes,yes,strangers,,winning
10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,10.0,yes,yes,strangers,,fun
5.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Male,28,Employed,USA,16.0,yes,yes,strangers,,improving
35.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Male,18,Student at college / university,Portugal,56.0,yes,yes,online acquaintaces,Very severe,improving
20.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,4.0,no,no,alone,,improving
15.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,Male,18,Student at school,Poland,27.0,yes,yes,strangers,Mild,improving
20.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,Male,18,Student at school,Italy,15.0,yes,yes,strangers,,winning
22.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,Male,18,Employed,Canada,21.0,yes,yes,friends,Mild,improving
28.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,Male,22,Student at college / university,Germany,16.0,yes,yes,friends,,fun
30.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Male,19,Student at school,Germany,25.0,yes,yes,friends,Mild,improving
16.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,18,Unemployed / between jobs,Norway,33.0,yes,yes,friends,Moderate,improving
35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at school,UK,4.0,yes,yes,friends,,improving
30.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Male,25,Unemployed / between jobs,France,8.0,yes,yes,friends,,fun
28.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,Male,24,Employed,Norway,13.0,yes,yes,friends,,fun
30.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Male,18,Student at college / university,Germany,24.0,yes,yes,friends,Mild,fun
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Male,23,Student at college / university,Germany,5.0,yes,yes,strangers,,improving
10.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,Male,30,Employed,Poland,36.0,yes,yes,friends,Moderate,improving
10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,11.0,yes,yes,online acquaintaces,,winning
25.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,29,Student at college / university,Germany,9.0,yes,yes,online acquaintaces,,fun
16.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,Male,18,Student at college / university,Switzerland,17.0,yes,yes,friends,,winning
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Student at college / university,France,3.0,yes,yes,friends,,fun
28.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Mexico,7.0,yes,yes,friends,,winning
4.0,0.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,Male,21,Student at college / university,USA,44.0,no,no,alone,Severe,relaxing
35.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,Male,21,Student at college / university,Guadeloupe,9.0,yes,yes,friends,,improving
14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,22,Student at college / university,Germany,3.0,yes,yes,friends,,improving
7.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,-1.0,yes,yes,strangers,Undefined,improving
3.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,Male,18,Student at school,Greece,41.0,yes,yes,strangers,Severe,improving
40.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,24,Unemployed / between jobs,France,63.0,no,no,alone,Very severe,improving
20.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,Male,18,Student at college / university,Israel,25.0,yes,yes,friends,Mild,improving
80.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,Male,19,Student at school,Finland,-1.0,yes,yes,strangers,Undefined,winning
10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,22,Student at college / university,USA,3.0,yes,yes,friends,,relaxing
12.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,Male,25,Employed,USA,25.0,yes,yes,strangers,Mild,relaxing
40.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,Male,18,Student at school,USA,33.0,yes,yes,friends,Moderate,improving
16.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,Male,26,Employed,Denmark,34.0,yes,yes,strangers,Moderate,fun
5.0,0.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Employed,USA,23.0,yes,yes,strangers,Mild,fun
48.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,Male,20,Employed,UK,27.0,yes,yes,online acquaintaces,Mild,improving
10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Male,26,Employed,Belgium,11.0,yes,yes,strangers,,improving
15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Germany,6.0,yes,yes,friends,,fun
30.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,Male,25,Unemployed / between jobs,France,26.0,yes,yes,strangers,Mild,improving
10.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,Male,20,Student at college / university,France,28.0,yes,yes,friends,Mild,improving
7.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,3.0,2.0,3.0,Male,31,Employed,Colombia,44.0,no,no,alone,Severe,fun
10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Canada,8.0,yes,yes,friends,,"winning, improving"
25.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,Male,18,Student at college / university,USA,39.0,yes,yes,friends,Moderate,winning
12.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,Male,19,Student at college / university,USA,19.0,yes,yes,friends,,fun
20.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,Male,19,Student at college / university,USA,56.0,yes,yes,strangers,Very severe,improving
10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,UAE,5.0,yes,yes,online acquaintaces,,"winning, fun, improving, relaxing, habit"
20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Netherlands,4.0,yes,yes,friends,,fun
19.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,UK,9.0,yes,yes,friends,,improving
3.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,Male,26,Student at college / university,Denmark,32.0,yes,yes,friends,Moderate,fun
20.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,Male,18,Student at college / university,UK,26.0,yes,yes,friends,Mild,winning
28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Lebanon,13.0,yes,yes,strangers,,fun
21.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,Spain,19.0,yes,yes,friends,,fun
50.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,Turkey,4.0,yes,yes,online acquaintaces,,improving
15.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,-1.0,0.0,2.0,2.0,0.0,0.0,Male,22,Employed,Germany,-1.0,yes,yes,strangers,Undefined,winning
30.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,Austria,9.0,yes,yes,strangers,,"winning, fun"
10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Denmark,9.0,yes,yes,strangers,,fun
15.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,Female,21,Student at college / university,USA,24.0,no,no,alone,Mild,fun
25.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Male,19,Student at school,Estonia,19.0,yes,yes,friends,,improving
18.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,Male,19,Unemployed / between jobs,UK,27.0,yes,yes,friends,Mild,improving
35.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,Male,20,Student at college / university,Turkey,10.0,yes,yes,friends,,"winning, improving, relaxing"
20.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,-1.0,1.0,0.0,4.0,4.0,0.0,2.0,Male,18,Student at school,Poland,-1.0,no,no,alone,Undefined,improving
15.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,20,Student at college / university,USA,18.0,yes,yes,friends,,improving
45.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,Male,18,Student at school,USA,30.0,yes,yes,friends,Mild,winning
12.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,22,Student at college / university,France,12.0,yes,yes,friends,,fun
30.0,1.0,0.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Male,22,Student at college / university,USA,55.0,no,no,alone,Very severe,improving
18.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,Male,24,Student at college / university,Greece,46.0,yes,yes,friends,Severe,fun
8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,Male,23,Student at college / university,Netherlands,12.0,yes,yes,friends,,improving
28.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,3.0,3.0,Male,18,Student at college / university,Spain,41.0,yes,yes,friends,Severe,fun
14.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,Male,18,Employed,Switzerland,31.0,yes,yes,online acquaintaces,Moderate,relaxing
23.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,Male,23,Student at college / university,Germany,30.0,yes,yes,friends,Mild,winning
6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,26,Student at college / university,Germany,7.0,yes,yes,friends,,fun
28.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,Male,20,Student at college / university,Germany,19.0,yes,yes,online acquaintaces,,improving
12.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,Male,19,Student at college / university,Belgium,51.0,yes,yes,friends,Very severe,fun
15.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,32,Employed,Norway,6.0,yes,yes,friends,,fun
25.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,Male,21,Student at college / university,Netherlands,29.0,yes,yes,friends,Mild,winning
30.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,Male,18,Student at college / university,Canada,22.0,yes,yes,strangers,Mild,improving
24.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,3.0,1.0,4.0,Female,22,Student at college / university,Finland,33.0,yes,yes,online acquaintaces,Moderate,relaxing
12.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,Male,27,Unemployed / between jobs,USA,58.0,yes,yes,strangers,Very severe,fun
45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,1.0,yes,yes,strangers,,improving
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at school,Norway,4.0,yes,yes,friends,,improving
8.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Male,20,Student at college / university,UK,13.0,yes,yes,friends,,fun
5.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,Female,18,Student at school,Germany,27.0,yes,yes,strangers,Mild,improving
5.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,Male,18,Student at college / university,USA,21.0,yes,yes,friends,Mild,improving
30.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,UK,12.0,yes,yes,friends,,improving
44.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Student at college / university,Germany,6.0,yes,yes,strangers,,improving
20.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,Canada,10.0,yes,yes,online acquaintaces,,improving
18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,22,Student at college / university,USA,4.0,yes,yes,friends,,winning
15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,Male,19,Student at college / university,USA,13.0,yes,yes,friends,,improving
30.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,USA,-1.0,yes,yes,strangers,Undefined,fun
20.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,Male,18,Student at college / university,Germany,20.0,yes,yes,friends,,improving
25.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,Female,22,Student at college / university,USA,29.0,no,no,alone,Mild,improving
15.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,-1.0,Male,24,Student at college / university,Germany,-1.0,no,no,alone,Undefined,improving
12.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Employed,UK,5.0,yes,yes,friends,,improving
50.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Brazil,12.0,yes,yes,strangers,,relaxing
16.0,0.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,0.0,4.0,Female,24,Employed,Spain,52.0,yes,yes,friends,Very severe,improving
30.0,1.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,Male,18,Student at college / university,UK,32.0,yes,yes,friends,Moderate,fun
12.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,Male,23,Employed,Germany,38.0,yes,yes,friends,Moderate,fun
25.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,19,Student at college / university,France,35.0,yes,yes,strangers,Moderate,improving
10.0,0.0,1.0,1.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Germany,-1.0,yes,yes,strangers,Undefined,winning
25.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Student at college / university,UK,9.0,yes,yes,strangers,,relaxing
60.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,Male,20,Student at college / university,UK,57.0,yes,yes,strangers,Very severe,improving
20.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,Male,20,Unemployed / between jobs,Belgium,35.0,yes,yes,online acquaintaces,Moderate,improving
30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,24,Student at college / university,Greece,3.0,yes,yes,friends,,improving
20.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,Male,19,Employed,UK,24.0,yes,yes,online acquaintaces,Mild,improving
15.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,Male,20,Employed,USA,54.0,yes,yes,strangers,Very severe,winning
4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,Male,21,Employed,Germany,38.0,yes,yes,friends,Moderate,improving
30.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Employed,Sweden,10.0,no,no,alone,,winning
21.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,2.0,Male,19,Student at college / university,Portugal,43.0,yes,yes,online acquaintaces,Severe,improving
20.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Male,18,Unemployed / between jobs,Canada,22.0,yes,yes,strangers,Mild,relaxing
12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,Male,31,Employed,Netherlands,35.0,yes,yes,friends,Moderate,improving
20.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,UK,5.0,yes,yes,friends,,fun
6.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Female,22,Student at college / university,Netherlands,16.0,yes,yes,strangers,,fun
35.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,Male,18,Student at college / university,Canada,27.0,yes,yes,online acquaintaces,Mild,improving
20.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,3.0,3.0,1.0,0.0,Male,18,Student at college / university,Spain,24.0,yes,yes,friends,Mild,improving
24.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,Male,18,Student at college / university,UK,21.0,yes,yes,strangers,Mild,relaxing
15.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,-1.0,0.0,1.0,2.0,0.0,0.0,Male,18,Undefined,USA,-1.0,yes,yes,friends,Undefined,winning
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,UK,4.0,yes,yes,friends,,winning
15.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Belgium,4.0,yes,yes,online acquaintaces,,fun
28.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,Male,20,Unemployed / between jobs,Germany,26.0,yes,yes,friends,Mild,winning
40.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,18,Student at school,Germany,9.0,yes,yes,strangers,,fun
10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,18,Student at school,Germany,14.0,yes,yes,strangers,,fun
25.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Male,24,Employed,USA,6.0,yes,yes,strangers,,winning
25.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,Male,19,Student at college / university,Portugal,25.0,yes,yes,friends,Mild,improving
15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,27,Employed,Germany,4.0,both,no,various,,fun
15.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,Male,18,Student at school,UK,27.0,yes,yes,friends,Mild,improving
56.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at school,Denmark,4.0,yes,yes,strangers,,improving
30.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,Male,18,Student at school,Sweden,24.0,yes,Undefined,various,Mild,fun
