Unnamed: 0,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,Hours,whyplay,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,Playstyle,GAD_T,SPIN_T,Residence_ISO3,Birthplace_ISO3
9910,2,1,2,0,1,1,2,14.0,improving,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Canada,Multiplayer - online - with real life friends,9,8.0,CAN,CAN
9911,3,2,3,3,1,1,0,20.0,winning,1.0,0.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,0.0,3.0,4.0,1.0,0.0,Female,22,Student at college / university,Canada,Multiplayer - online - with strangers,13,32.0,CAN,USA
9912,0,0,0,1,0,1,0,8.0,having fun,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,Female,19,Student at college / university,USA,Multiplayer - online - with real life friends,2,11.0,USA,USA
9913,0,0,0,0,0,1,0,25.0,having fun,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Male,19,Student at college / university,Germany,Multiplayer - online - with real life friends,1,13.0,DEU,DEU
9914,1,1,1,1,0,2,0,40.0,improving,0.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,Male,18,Student at school,USA,Multiplayer - online - with strangers,6,33.0,USA,USA
9915,3,2,2,2,0,0,1,10.0,improving,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,Male,22,Student at college / university,USA,Multiplayer - online - with strangers,10,20.0,USA,USA
9916,1,1,1,1,0,0,1,24.0,improving,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,Male,19,Unemployed / between jobs,UK,Multiplayer - online - with real life friends,5,30.0,GBR,GBR
9917,0,0,1,1,0,1,0,12.0,improving,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,24,Unemployed / between jobs,Sweden,Multiplayer - online - with online acquaintances or teammates,3,12.0,SWE,SWE
9918,0,1,1,0,0,3,1,30.0,winning,3.0,0.0,1.0,2.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,Female,20,Employed,Canada,Multiplayer - offline (people in the same room),6,26.0,CAN,CAN
9919,0,0,0,0,0,0,0,20.0,winning,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,Male,22,Student at college / university,Italy,Multiplayer - online - with online acquaintances or teammates,0,20.0,ITA,ITA
9920,1,1,0,0,0,0,0,6.0,all,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,22,Employed,Mexico,Multiplayer - online - with real life friends,2,6.0,MEX,USA
9921,1,0,1,0,0,0,0,25.0,improving,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,Male,21,Student at college / university,USA,Multiplayer - online - with strangers,2,31.0,USA,USA
9922,1,3,3,1,1,2,0,12.0,winning,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,Male,22,Student at college / university,USA,Multiplayer - online - with strangers,11,21.0,USA,USA
9923,0,0,0,0,0,0,0,40.0,improving,1.0,4.0,3.0,4.0,0.0,2.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,Male,18,Student at school,USA,Multiplayer - online - with strangers,0,40.0,USA,USA
9924,1,0,0,0,0,0,0,6.0,having fun,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,20,Employed,Ireland,Multiplayer - online - with real life friends,1,10.0,IRL,IRL
9925,0,0,0,0,0,0,0,15.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Employed,Canada,Multiplayer - online - with real life friends,0,0.0,CAN,CAN
9926,0,1,1,3,0,3,0,80.0,winning,0.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,0.0,4.0,0.0,3.0,Male,22,Employed,USA,Multiplayer - online - with real life friends,8,39.0,USA,USA
9928,2,0,2,0,0,0,0,10.0,having fun,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,26,Employed,Colombia,Multiplayer - online - with real life friends,4,2.0,COL,COL
9929,1,0,1,2,0,1,1,8.0,relaxing,,,,,,,,,,,,,,,,,,Male,23,Unemployed / between jobs,USA,Singleplayer,6,,USA,USA
9930,0,0,0,0,1,0,0,10.0,relaxing,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,Male,18,Student at college / university,Canada,I play with people I meet online and real life friends.,1,25.0,CAN,CAN
9931,1,3,3,2,0,0,2,20.0,having fun,1.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,Male,18,Student at school,Canada,Multiplayer - online - with real life friends,11,18.0,CAN,CAN
9932,1,2,2,1,3,1,1,10.0,having fun,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,Female,18,Student at college / university,USA,Multiplayer - online - with strangers,11,14.0,USA,USA
9933,1,1,1,0,0,0,0,12.0,having fun,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Male,26,Employed,Sweden,Multiplayer - online - with online acquaintances or teammates,3,8.0,SWE,SWE
9934,0,0,1,0,0,0,0,25.0,having fun,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,Male,24,Employed,USA,Multiplayer - online - with real life friends,1,17.0,USA,USA
9935,1,1,2,1,0,2,1,30.0,having fun,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,Male,18,Student at school,Germany,Multiplayer - online - with real life friends,8,18.0,DEU,DEU
9936,0,0,0,1,0,0,0,20.0,improving,0.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,1.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,Male,18,Student at college / university,UK,Multiplayer - online - with real life friends,1,30.0,GBR,GBR
9937,1,1,0,0,0,1,0,14.0,improving,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,Male,23,Student at college / university,UK,Multiplayer - online - with real life friends,3,14.0,GBR,GBR
9938,0,0,1,0,1,0,0,14.0,having fun,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,0.0,3.0,3.0,2.0,1.0,Male,19,Student at college / university,Sweden,Multiplayer - online - with real life friends,2,25.0,SWE,SWE
9940,0,1,0,0,0,1,0,10.0,having fun,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Employed,Norway,Multiplayer - online - with online acquaintances or teammates,2,4.0,NOR,NOR
9941,1,0,0,0,0,1,0,18.0,winning,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,4.0,1.0,0.0,1.0,4.0,1.0,4.0,Male,33,Employed,Canada,Multiplayer - online - with strangers,2,33.0,CAN,CAN
9942,0,0,0,0,0,0,0,6.0,improving,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,UK,Multiplayer - online - with online acquaintances or teammates,0,2.0,GBR,GBR
9943,2,0,1,2,1,0,3,20.0,having fun,0.0,0.0,2.0,3.0,1.0,,0.0,4.0,2.0,0.0,,0.0,0.0,4.0,0.0,2.0,2.0,Male,19,Unemployed / between jobs,Brazil,Singleplayer,9,,BRA,BRA
9944,0,0,0,0,0,0,0,420.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,42,Employed,Unknown,with my ear,0,0.0,,
9945,1,1,0,0,0,0,0,16.0,having fun,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Belgium,Multiplayer - online - with online acquaintances or teammates,2,15.0,BEL,BEL
9946,1,1,2,1,1,2,1,12.0,having fun,1.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,Male,18,Student at school,Germany,Multiplayer - online - with real life friends,9,23.0,DEU,DEU
9947,0,0,0,0,1,0,0,30.0,improving,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,Multiplayer - online - with online acquaintances or teammates,1,5.0,USA,USA
9948,1,1,2,3,2,1,1,5.0,having fun,1.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,Male,23,Employed,Germany,Multiplayer - online - with strangers,11,17.0,DEU,DEU
9949,3,3,3,2,0,2,2,35.0,relaxing,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,19,Student at college / university,USA,Multiplayer - online - with strangers,15,51.0,USA,USA
9950,1,0,0,0,0,0,0,16.0,having fun,2.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,0.0,2.0,3.0,2.0,2.0,3.0,Male,18,Student at school,Portugal,Multiplayer - online - with real life friends,1,39.0,PRT,DEU
9951,0,0,0,0,0,0,0,56.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,UK,Multiplayer - online - with real life friends,0,0.0,GBR,GBR
9952,1,0,1,0,0,1,0,20.0,having fun,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,2.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,Male,18,Student at school,USA,Multiplayer - online - with strangers,3,31.0,USA,USA
9953,2,1,2,2,0,1,2,10.0,winning,2.0,3.0,3.0,2.0,,4.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,4.0,Male,20,Student at college / university,Pakistan,Multiplayer - online - with online acquaintances or teammates,10,,PAK,USA
9954,1,1,2,1,0,0,0,24.0,improving,1.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,Male,24,Student at college / university,Trinidad & Tobago,Multiplayer - online - with online acquaintances or teammates,5,37.0,TTO,
9955,1,1,1,1,0,1,1,9.0,having fun,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,Male,22,Student at college / university,Finland,Multiplayer - online - with real life friends,6,25.0,FIN,FIN
9956,1,1,0,2,1,1,0,21.0,winning,,,,,,,,,,,,,,,,,,Male,18,Student at college / university,Canada,Singleplayer,6,,CAN,CAN
9957,2,3,3,1,0,1,3,12.0,having fun,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,Male,21,Student at college / university,Portugal,Multiplayer - online - with real life friends,13,24.0,PRT,PRT
9959,1,0,0,1,0,1,0,20.0,improving,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Germany,Multiplayer - online - with real life friends,3,3.0,DEU,BLR
9960,0,0,0,0,0,1,0,40.0,having fun,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,21,Student at college / university,USA,Multiplayer - online - with online acquaintances or teammates,1,12.0,USA,USA
9961,3,3,3,0,2,2,0,60.0,having fun,1.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,0.0,2.0,1.0,2.0,3.0,Male,20,Employed,USA,Multiplayer - online - with real life friends,13,41.0,USA,USA
9962,2,0,1,0,0,1,1,8.0,relaxing,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Male,28,Employed,Brazil,Multiplayer - online - with strangers,5,9.0,BRA,BRA
9963,3,2,1,1,1,0,1,15.0,improving,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,Male,20,Student at college / university,USA,Multiplayer - online - with online acquaintances or teammates,9,25.0,USA,USA
9964,1,0,1,0,0,1,1,30.0,having fun,0.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at school,Australia,Multiplayer - online - with real life friends,4,22.0,AUS,AUS
9966,1,1,1,3,3,1,1,15.0,improving,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,2.0,Male,19,Student at college / university,USA,Multiplayer - online - with real life friends,11,21.0,USA,USA
9967,1,1,2,0,0,2,1,20.0,improving,0.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,Male,19,Student at college / university,USA,Multiplayer - online - with real life friends,7,26.0,USA,USA
9968,0,0,0,0,0,1,0,10.0,having fun,2.0,3.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,22,Employed,Germany,Multiplayer - online - with strangers,1,28.0,DEU,DEU
9969,3,2,2,1,0,1,2,16.0,improving,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,Male,20,Student at college / university,Slovakia,Multiplayer - online - with real life friends,11,48.0,SVK,SVK
9970,3,0,0,0,0,1,3,20.0,improving,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,Male,18,Student at school,USA,Multiplayer - online - with real life friends,7,48.0,USA,USA
9971,0,0,1,0,2,3,1,20.0,improving,1.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,3.0,4.0,1.0,0.0,Male,19,Student at college / university,USA,Multiplayer - online - with online acquaintances or teammates,7,33.0,USA,USA
9972,1,1,1,1,1,1,0,10.0,winning,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,Male,23,Employed,USA,Multiplayer - online - with real life friends,6,30.0,USA,KOR
9973,0,1,1,0,0,0,1,30.0,having fun,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,Male,20,Student at college / university,USA,Multiplayer - online - with real life friends,3,13.0,USA,USA
9974,0,3,3,2,1,1,0,49.0,winning,0.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,Male,21,Student at college / university,USA,Singleplayer,10,45.0,USA,USA
9975,0,0,0,0,0,2,0,10.0,improving,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,Male,25,Employed,USA,Multiplayer - online - with online acquaintances or teammates,2,24.0,USA,DEU
9976,1,1,1,1,3,0,0,20.0,improving,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Female,20,Student at college / university,Russia,Multiplayer - online - with online acquaintances or teammates,7,17.0,RUS,RUS
9977,3,1,2,1,1,2,2,40.0,winning,0.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,Male,19,Student at college / university,Canada,Multiplayer - online - with strangers,12,28.0,CAN,ROU
9978,0,0,1,0,0,0,0,25.0,having fun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Female,24,Student at college / university,Poland,Multiplayer - online - with online acquaintances or teammates,1,4.0,POL,POL
9980,0,0,1,0,0,0,0,4.0,winning,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,Male,23,Student at college / university,Norway,Multiplayer - online - with strangers,1,9.0,NOR,NOR
9981,0,0,0,0,0,0,0,25.0,improving,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,Male,20,Student at college / university,Belgium,Multiplayer - online - with real life friends,0,21.0,BEL,BEL
9982,1,0,0,0,0,1,0,21.0,winning,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Puerto Rico,Multiplayer - online - with real life friends,2,8.0,PRI,PRI
9983,1,0,3,1,0,2,2,21.0,winning,1.0,,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,Male,18,Student at college / university,USA,Multiplayer - online - with real life friends,9,,USA,USA
9984,1,1,1,0,0,1,0,30.0,improving,1.0,0.0,3.0,2.0,0.0,3.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,3.0,4.0,0.0,4.0,Female,18,Unemployed / between jobs,USA,Multiplayer - online - with online acquaintances or teammates,4,34.0,USA,USA
9985,1,1,1,1,0,0,0,26.0,having fun,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,21,Student at college / university,USA,Multiplayer - online - with online acquaintances or teammates,4,18.0,USA,USA
9986,1,1,3,1,0,0,0,10.0,winning,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Employed,USA,Multiplayer - online - with online acquaintances or teammates,6,2.0,USA,PHL
9987,0,0,0,0,0,2,0,30.0,having fun,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,Male,20,Student at college / university,Ireland,Multiplayer - online - with real life friends,2,29.0,IRL,IRL
9988,2,1,0,3,0,2,0,32.0,winning,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,21,Employed,USA,Multiplayer - online - with strangers,8,8.0,USA,USA
9989,1,0,1,0,0,1,1,28.0,having fun,2.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,Male,19,Student at school,Norway,Multiplayer - online - with real life friends,4,28.0,NOR,NOR
9990,2,0,1,0,0,2,0,35.0,improving,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Russia,Multiplayer - online - with real life friends,5,19.0,RUS,RUS
9991,0,0,1,0,0,1,1,35.0,having fun,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,Male,20,Employed,USA,Multiplayer - online - with online acquaintances or teammates,3,16.0,USA,USA
9992,0,0,0,0,0,0,0,13.0,having fun,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,USA,Multiplayer - online - with real life friends,0,7.0,USA,USA
9993,2,2,2,2,0,1,1,7.0,having fun,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,,Male,20,Employed,Finland,Singleplayer,10,,FIN,FIN
9994,1,0,1,1,0,3,0,7.0,having fun,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,Male,20,Student at college / university,Portugal,Multiplayer - online - with strangers,6,19.0,PRT,PRT
9995,0,0,1,1,2,1,3,25.0,improving,1.0,2.0,0.0,1.0,,3.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,Male,18,Student at school,Netherlands,Multiplayer - online - with strangers,8,,NLD,NLD
9996,0,0,0,1,0,1,0,10.0,improving,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,Female,19,Student at college / university,USA,Multiplayer - online - with online acquaintances or teammates,2,21.0,USA,USA
9997,1,2,3,2,2,3,3,14.0,having fun,1.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,Male,18,Student at college / university,USA,Multiplayer - online - with real life friends,16,53.0,USA,USA
9998,1,0,1,0,0,0,1,8.0,improving,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,Other,27,Student at college / university,USA,Multiplayer - online - with strangers,3,18.0,USA,USA
9999,1,1,1,1,1,1,1,25.0,having fun,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,Male,24,Student at college / university,Finland,Multiplayer - online - with online acquaintances or teammates,7,15.0,FIN,FIN
10000,1,1,1,0,0,1,0,14.0,having fun and improving,2.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,Spain,1 IRL Friends + 2 online acquaintances,4,21.0,ESP,ESP
10001,2,1,2,2,0,2,1,20.0,having fun,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,25,Student at college / university,USA,Multiplayer - online - with real life friends,10,13.0,USA,USA
10002,0,0,0,2,2,2,0,17.0,improving,3.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,4.0,Male,18,Student at college / university,Spain,Singleplayer,6,24.0,ESP,UKR
10003,3,2,2,3,1,0,1,40.0,relaxing,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Female,19,Student at college / university,Uruguay,Multiplayer - online - with real life friends,12,9.0,URY,URY
10004,0,0,0,0,0,1,0,20.0,improving,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,Male,20,Student at school,Portugal,Multiplayer - online - with real life friends,1,20.0,PRT,PRT
10005,1,2,2,0,0,2,2,25.0,having fun,0.0,3.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,Male,21,Student at college / university,Slovenia,Multiplayer - online - with real life friends,9,30.0,SVN,SVN
10006,0,0,0,0,0,0,0,12.0,having fun,1.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,Male,21,Student at college / university,Honduras,Multiplayer - online - with real life friends,0,15.0,HND,HND
10007,1,1,2,1,0,0,0,10.0,having fun,1.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,Male,19,Student at school,Estonia,Multiplayer - online - with real life friends,5,24.0,EST,EST
10008,0,0,0,1,0,1,0,25.0,winning,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,Male,18,Student at school,Denmark,Multiplayer - online - with real life friends,2,16.0,DNK,DNK
10009,3,2,3,3,3,3,3,1.0,having fun,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,Male,23,Student at college / university,France,Multiplayer - online - with strangers,20,13.0,FRA,FRA
10010,3,3,1,0,0,0,3,15.0,relaxing,2.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,0.0,2.0,Female,20,Student at school,USA,Multiplayer - online - with online acquaintances or teammates,10,42.0,USA,USA
10011,1,3,3,1,0,1,3,50.0,improving,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,Male,21,Student at college / university,Germany,Multiplayer - online - with online acquaintances or teammates,12,48.0,DEU,DEU
10012,0,0,0,0,0,0,0,49.0,improving,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Employed,USA,Multiplayer - online - with real life friends,0,6.0,USA,USA
10013,1,0,2,1,0,1,1,20.0,improving,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,Male,19,Employed,USA,Multiplayer - online - with online acquaintances or teammates,6,52.0,USA,USA
10014,0,0,0,0,0,0,0,12.0,having fun,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Canada,Multiplayer - online - with strangers,0,6.0,CAN,CAN
10015,1,0,0,0,0,0,0,30.0,winning,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Student at college / university,Greece,Multiplayer - online - with real life friends,1,3.0,GRC,GRC
10016,1,2,1,2,1,1,3,25.0,having fun,1.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,Male,22,Student at college / university,Mexico,Multiplayer - online - with online acquaintances or teammates,11,31.0,MEX,MEX
