Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,SPIN_M,whyplay,ResidenceName
21.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,Male,23,Employed,USA,38.0,no,no,alone,Moderate,relaxing,USA
15.0,0.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,0.0,2.0,3.0,1.0,3.0,Male,25,Employed,USA,47.0,yes,yes,strangers,Severe,improving,USA
15.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,25,Employed,FIN,39.0,yes,yes,friends,Moderate,winning,Finland
15.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,DEU,25.0,yes,yes,friends,Mild,improving,Germany
20.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,Male,21,Student at college / university,USA,22.0,yes,yes,friends,Mild,fun,USA
15.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at college / university,GBR,13.0,yes,yes,friends,_None,fun,UK
10.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,Male,21,Student at college / university,USA,28.0,yes,yes,friends,Mild,improving,USA
6.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,Female,18,Student at college / university,PER,50.0,yes,yes,strangers,Severe,winning,Peru
10.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,25,Student at college / university,USA,18.0,yes,yes,strangers,_None,improving,USA
30.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Employed,USA,17.0,yes,yes,online acquaintaces,_None,improving,USA
14.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,Male,20,Student at college / university,USA,46.0,no,no,alone,Severe,relaxing,USA
10.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,21,Student at college / university,CHE,12.0,yes,yes,friends,_None,fun,Switzerland
20.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,Male,25,Unemployed / between jobs,USA,36.0,yes,yes,strangers,Moderate,fun,USA
30.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,Male,19,Student at college / university,NOR,23.0,yes,yes,friends,Mild,fun,Norway
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,ARG,1.0,yes,yes,friends,_None,relaxing,Argentina
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,BRA,0.0,yes,yes,friends,_None,fun,Brazil
6.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Student at college / university,NOR,16.0,yes,yes,online acquaintaces,_None,fun,Norway
18.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,25,Student at college / university,NOR,12.0,yes,yes,friends,_None,fun,Norway
15.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,24,Unemployed / between jobs,USA,8.0,yes,yes,friends,_None,fun,USA
2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,22,Student at college / university,ESP,14.0,yes,yes,friends,_None,fun,Spain
10.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,Male,20,Student at college / university,USA,34.0,yes,yes,online acquaintaces,Moderate,fun,USA
10.0,0.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,Male,18,Student at school,USA,39.0,yes,yes,online acquaintaces,Moderate,improving,USA
20.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,GBR,9.0,yes,yes,strangers,_None,fun,UK
40.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,Female,18,Unemployed / between jobs,GBR,23.0,yes,yes,strangers,Mild,improving,UK
3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,CAN,8.0,yes,yes,friends,_None,winning,Canada
7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Student at college / university,USA,6.0,yes,yes,friends,_None,fun,USA
14.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Male,23,Employed,BEL,18.0,yes,yes,strangers,_None,fun,Belgium
5.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,Male,25,Employed,USA,12.0,yes,yes,strangers,_None,fun,USA
35.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,2.0,Male,21,Student at college / university,AUT,-1.0,yes,yes,friends,Undefined,improving,Austria
20.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,Male,18,Student at school,USA,51.0,yes,yes,friends,Very severe,improving,USA
17.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,3.0,3.0,0.0,1.0,Male,18,Student at school,USA,31.0,yes,yes,online acquaintaces,Moderate,various,USA
15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,22,Employed,GBR,9.0,yes,yes,online acquaintaces,_None,fun,UK
20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,GBR,3.0,yes,yes,online acquaintaces,_None,improving,UK
12.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,20,Student at college / university,AUS,9.0,yes,yes,strangers,_None,improving,Australia
40.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,24,Student at school,CAN,12.0,yes,yes,online acquaintaces,_None,fun,Canada
20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Male,22,Student at college / university,USA,5.0,yes,yes,friends,_None,improving,USA
14.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Male,21,Student at college / university,GBR,21.0,yes,yes,strangers,Mild,fun,UK
10.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,Male,20,Student at college / university,GBR,26.0,yes,yes,friends,Mild,fun,UK
54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,2.0,yes,yes,friends,_None,winning,USA
20.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,20,Student at college / university,FRA,12.0,yes,yes,friends,_None,fun,France
15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,USA,13.0,yes,yes,friends,_None,relaxing,USA
15.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,DEU,7.0,yes,yes,strangers,_None,fun,Germany
10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,28,Employed,NLD,6.0,yes,yes,strangers,_None,various,Netherlands
28.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,BEL,15.0,yes,yes,friends,_None,improving,Belgium
20.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,22,Student at college / university,USA,9.0,yes,yes,friends,_None,improving,USA
18.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,Male,22,Student at college / university,ESP,26.0,yes,yes,friends,Mild,fun,Spain
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,BEL,0.0,yes,yes,strangers,_None,improving,Belgium
30.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,Female,27,Employed,USA,21.0,yes,yes,friends,Mild,improving,USA
8.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,22,Student at college / university,FIN,15.0,yes,yes,online acquaintaces,_None,fun,Finland
20.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,11.0,yes,yes,friends,_None,winning,USA
14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,27,Employed,USA,6.0,yes,yes,strangers,_None,winning,USA
15.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,Male,25,Student at college / university,COL,37.0,yes,yes,strangers,Moderate,winning,Colombia
16.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,SWE,10.0,yes,yes,friends,_None,improving,Sweden
40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,USA,8.0,yes,yes,online acquaintaces,_None,improving,USA
20.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,Male,18,Student at school,USA,42.0,yes,yes,friends,Severe,various,USA
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Unemployed / between jobs,GBR,3.0,yes,yes,online acquaintaces,_None,improving,UK
10.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,Male,21,Student at college / university,DEU,36.0,yes,yes,friends,Moderate,improving,Germany
21.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,Male,18,Student at school,CAN,44.0,yes,yes,online acquaintaces,Severe,winning,Canada
14.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,Male,20,Student at college / university,BRA,24.0,yes,yes,friends,Mild,fun,Brazil
14.0,0.0,2.0,4.0,4.0,2.0,4.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,Male,26,Employed,USA,42.0,yes,yes,strangers,Severe,fun,USA
20.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,26,Employed,USA,29.0,yes,yes,strangers,Mild,improving,USA
56.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Male,20,Student at college / university,USA,18.0,yes,yes,strangers,_None,winning,USA
30.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Unemployed / between jobs,AUS,13.0,yes,yes,friends,_None,fun,Australia
30.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,Male,29,Student at college / university,DNK,35.0,yes,yes,online acquaintaces,Moderate,improving,Denmark
40.0,1.0,3.0,3.0,3.0,-1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,Male,19,Student at college / university,USA,-1.0,yes,yes,strangers,Undefined,improving,USA
15.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,20,Student at college / university,DNK,7.0,yes,yes,friends,_None,fun,Denmark
15.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Male,23,Student at school,CAN,7.0,yes,yes,friends,_None,fun,Canada
6.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Male,24,Employed,USA,12.0,yes,yes,friends,_None,winning,USA
10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,29,Employed,USA,3.0,yes,yes,online acquaintaces,_None,fun,USA
40.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,DEU,14.0,yes,yes,friends,_None,improving,Germany
15.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,Male,21,Student at college / university,HRV,15.0,yes,yes,friends,_None,winning,Croatia
30.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,Male,19,Student at college / university,USA,18.0,yes,yes,online acquaintaces,_None,fun,USA
15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,19,Student at college / university,NLD,10.0,yes,yes,friends,_None,fun,Netherlands
20.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,10.0,yes,yes,friends,_None,fun,USA
10.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,Female,21,Student at college / university,GBR,26.0,yes,yes,online acquaintaces,Mild,fun,UK
20.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,18,Student at school,SWE,16.0,yes,yes,friends,_None,improving,Sweden
21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Male,20,Unemployed / between jobs,SWE,5.0,yes,yes,strangers,_None,improving,Sweden
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,USA,1.0,yes,yes,friends,_None,fun,USA
8.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,Male,20,Student at college / university,USA,17.0,yes,yes,friends,_None,improving,USA
25.0,0.0,1.0,4.0,3.0,1.0,4.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,1.0,Male,29,Unemployed / between jobs,ARG,30.0,yes,yes,strangers,Mild,improving,Argentina
20.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,Male,23,Student at college / university,USA,24.0,yes,yes,friends,Mild,fun,USA
21.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,GBR,5.0,yes,yes,online acquaintaces,_None,fun,UK
70.0,1.0,0.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,Male,19,Student at college / university,BRA,48.0,yes,yes,friends,Severe,fun,Brazil
35.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,Male,22,Student at college / university,POL,14.0,yes,yes,friends,_None,winning,Poland
20.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,24,Student at college / university,ARG,11.0,yes,yes,friends,_None,improving,Argentina
12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,NLD,2.0,yes,yes,friends,_None,fun,Netherlands
21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,Male,22,Employed,USA,11.0,yes,yes,strangers,_None,fun,USA
20.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,Male,22,Student at college / university,NOR,18.0,no,no,alone,_None,fun,Norway
35.0,0.0,3.0,2.0,3.0,0.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,Male,22,Student at college / university,DEU,36.0,yes,yes,online acquaintaces,Moderate,winning,Germany
15.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,Male,20,Employed,USA,23.0,no,no,alone,Mild,various,USA
18.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,Male,18,Student at school,CZE,31.0,yes,yes,strangers,Moderate,relaxing,Czech Republic
20.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,ESP,7.0,yes,yes,friends,_None,fun,Spain
17.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,19,Student at school,USA,6.0,yes,yes,friends,_None,winning,USA
25.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,Male,20,Student at college / university,DEU,27.0,yes,yes,online acquaintaces,Mild,relaxing,Germany
20.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,27,Student at college / university,USA,5.0,yes,yes,strangers,_None,relaxing,USA
10.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,Male,21,Employed,USA,-1.0,yes,yes,online acquaintaces,Undefined,improving,USA
10.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,Male,18,Student at school,USA,33.0,yes,yes,friends,Moderate,relaxing,USA
21.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,18,Student at school,SVN,14.0,yes,yes,friends,_None,fun,Slovenia
30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,31,Employed,ITA,1.0,yes,yes,strangers,_None,improving,Italy
10.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,Male,18,Student at college / university,DEU,26.0,no,no,alone,Mild,relaxing,Germany
5.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Male,20,Student at college / university,CAN,11.0,no,no,alone,_None,fun,Canada
28.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,Male,18,Student at school,DEU,29.0,yes,yes,friends,Mild,relaxing,Germany
14.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,1.0,Male,19,Student at college / university,USA,31.0,yes,yes,strangers,Moderate,relaxing,USA
20.0,2.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,Male,20,Student at college / university,IND,50.0,yes,yes,friends,Severe,improving,India
25.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,20,Employed,BRA,15.0,yes,yes,online acquaintaces,_None,improving,Brazil
30.0,0.0,1.0,0.0,2.0,-1.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,18,Student at school,ESP,-1.0,yes,yes,friends,Undefined,improving,Spain
12.0,0.0,2.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,Male,30,Employed,CAN,26.0,yes,yes,strangers,Mild,winning,Canada
50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Employed,GBR,2.0,yes,yes,online acquaintaces,_None,fun,UK
55.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,18,Student at college / university,ARG,14.0,yes,yes,strangers,_None,improving,Argentina
10.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0,3.0,2.0,Male,23,Unemployed / between jobs,GBR,38.0,yes,yes,online acquaintaces,Moderate,fun,UK
20.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,25,Employed,USA,7.0,yes,yes,strangers,_None,improving,USA
20.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,Male,22,Unemployed / between jobs,GBR,56.0,yes,yes,online acquaintaces,Very severe,relaxing,UK
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,DEU,0.0,no,no,alone,_None,relaxing,Germany
8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,Male,22,Employed,GBR,7.0,yes,yes,friends,_None,relaxing,UK
12.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Male,20,Student at college / university,GBR,14.0,yes,yes,strangers,_None,winning,UK
15.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,Male,18,Student at school,SWE,24.0,no,no,alone,Mild,fun,Sweden
30.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,18,Student at college / university,USA,26.0,no,no,alone,Mild,fun,USA
5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Female,18,Student at college / university,POL,10.0,yes,yes,online acquaintaces,_None,fun,Poland
18.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,Male,18,Student at college / university,NLD,22.0,yes,yes,friends,Mild,fun,Netherlands
12.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,Male,18,Student at college / university,FRA,18.0,yes,yes,friends,_None,fun,France
2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,20,Student at college / university,SWE,4.0,yes,yes,strangers,_None,fun,Sweden
7.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,Male,18,Student at college / university,USA,44.0,yes,yes,strangers,Severe,winning,USA
20.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,23,Student at college / university,NLD,17.0,yes,yes,strangers,_None,improving,Netherlands
